,unit,area.x,edm_id,edm_suffix,x,y,z,edm_best,geo,geo_takis,spit,surface,exc,dip,orient,dip_comp,orient_comp,length,width,thickness,comment,date,time,geom,geo_description
7135,933/602,B,46,4,933.968,602.977,350.367,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,11:04:31,,Homogeneous clay
7143,933/602,B,46,1,933.388,602.973,350.411,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,11:03:42,,Homogeneous clay
7146,933/602,B,46,3,933.57,602.965,350.419,OF,2,UB5a,1,,AV,,, ,,,,,Start Spit 1,2015-05-13,11:04:17,,Homogeneous clay
7232,933/603,B,16,5,933.98,603.494,350.269,OF,2,UB5a,1,,FD,,,,,,,,Start Spit 1,2013-11-15,13:49:30,,Homogeneous clay
7237,933/603,B,16,2,933.981,603.951,350.287,OF,2,UB5a,1,,FD,,,,,,,,Start Spit 1,2013-11-15,13:48:46,,Homogeneous clay
7238,933/603,B,16,1,933.496,603.946,350.295,OF,2,UB5a,1,,FD,,,,,,,,Start Spit 1,2013-11-15,13:48:31,,Homogeneous clay
7240,933/603,B,16,8,933.989,603.036,350.278,OF,2,UB5a,1,,FD,,,,,,,,Start Spit 1,2013-11-15,13:50:08,,Homogeneous clay
7245,933/603,B,16,6,933.044,603.011,350.349,OF,2,UB5a,1,,FD,,,,,,,,Start Spit 1,2013-11-15,13:49:44,,Homogeneous clay
7246,933/603,B,16,4,933.492,603.498,350.303,OF,2,UB5a,1,,FD,,,,,,,,Start Spit 1,2013-11-15,13:49:15,,Homogeneous clay
7247,933/603,B,16,3,933.08,603.54,350.315,OF,2,UB5a,1,,FD,,,,,,,,Start Spit 1,2013-11-15,13:48:59,,Homogeneous clay
7251,933/603,B,16,7,933.463,603.019,350.29,OF,2,UB5a,1,,FD,,,,,,,,Start Spit 1,2013-11-15,13:49:56,,Homogeneous clay
7259,933/603,B,16,0,933.014,603.941,350.302,OF,2,UB5a,1,,FD,,,,,,,,Start Spit 1,2013-11-15,13:47:19,,Homogeneous clay
7593,933/604,B,37,3,933.379,604.017,350.428,OF,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-17,14:04:12,,Homogeneous clay
7601,933/604,B,37,0,933.155,604.148,350.391,OF,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-17,14:03:00,,Homogeneous clay
7615,933/604,B,37,1,933.402,604.116,350.416,OF,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-17,14:03:41,,Homogeneous clay
7622,933/604,B,37,2,933.173,604.001,350.443,OF,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-17,14:04:00,,Homogeneous clay
7948,934/594,B,79,4,934.748,594.271,350.364,OF,4,UB5a,1,,LP,,,,,,,,Start Spit 1,2014-11-03,08:24:08,,Homogeneous clay
7949,934/594,B,79,6,934.559,594.057,350.408,OF,4,UB5a,1,,LP,,,,,,,,Start Spit 1,2014-11-03,08:25:08,,Homogeneous clay
7950,934/594,B,79,3,934.56,594.322,350.402,OF,4,UB5a,1,,LP,,,,,,,,Start Spit 1,2014-11-03,08:23:12,,Homogeneous clay
7952,934/594,B,79,5,934.363,594.044,350.408,OF,4,UB5a,1,,LP,,,,,,,,Start Spit 1,2014-11-03,08:24:48,,Homogeneous clay
7958,934/594,B,79,0,934.231,594.745,350.426,OF,4,UB5a,1,,LP,,,,,,,,Start Spit 1,2014-11-03,08:21:19,,Homogeneous clay
7959,934/594,B,79,2,934.24,594.465,350.389,OF,4,UB5a,1,,LP,,,,,,,,Start Spit 1,2014-11-03,08:22:38,,Homogeneous clay
7969,934/594,B,79,1,934.514,594.704,350.398,OF,4,UB5a,1,,LP,,,,,,,,Start Spit 1,2014-11-03,08:22:06,,Homogeneous clay
8248,934/595,B,53,7,934.076,595.537,350.476,OFA,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,11:53:31,,Homogeneous clay
8252,934/595,B,54,4,934.825,595.259,350.465,OFD,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,12:49:17,,Homogeneous clay
8260,934/595,B,54,1,934.795,595.321,350.463,OFD,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,12:48:14,,Homogeneous clay
8264,934/595,B,54,5,934.918,595.272,350.462,OFD,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,12:49:42,,Homogeneous clay
8266,934/595,B,53,4,934.229,595.598,350.506,OFA,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,11:52:38,,Homogeneous clay
8268,934/595,B,53,6,934.081,595.611,350.495,OFA,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,11:53:14,,Homogeneous clay
8280,934/595,B,53,5,934.122,595.678,350.515,OFA,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,11:52:50,,Homogeneous clay
8284,934/595,B,54,2,934.721,595.292,350.472,OFD,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,12:48:33,,Homogeneous clay
8288,934/595,B,53,0,934.01,595.825,350.493,OFA,5,UB5a,1,,ES,,,,,,,,Start Spit 1,2015-05-11,11:50:53,,Homogeneous clay
8298,934/595,B,54,3,934.724,595.244,350.469,OFD,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,12:48:54,,Homogeneous clay
8307,934/595,B,53,3,934.236,595.671,350.483,OFA,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,11:52:22,,Homogeneous clay
8310,934/595,B,53,8,934.033,595.55,350.488,OFA,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,11:53:44,,Homogeneous clay
8319,934/595,B,53,2,934.143,595.856,350.469,OFA,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,11:52:04,,Homogeneous clay
8331,934/595,B,53,1,934.077,595.795,350.485,OFA,5,UB5a,1,,ES,,, ,,,,,Start Spit 1,2015-05-11,11:51:46,,Homogeneous clay
8338,934/595,B,54,0,934.921,595.363,350.461,OFD,5,UB5a,1,,ES,,,,,,,,Start Spit 1,2015-05-11,12:47:34,,Homogeneous clay
8496,934/596,B,42,27,934.219,596.518,350.278,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:43,,
8497,934/596,B,42,4,934.42,596.949,350.255,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:39:55,,
8499,934/596,B,42,2,934.26,596.949,350.332,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:39:46,,
8502,934/596,B,42,3,934.282,596.926,350.323,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:39:50,,
8504,934/596,B,42,22,934.178,596.234,350.372,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:19,,
8507,934/596,B,42,1,934.171,596.927,350.341,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:39:43,,
8508,934/596,B,42,26,934.092,596.183,350.378,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:37,,
8510,934/596,B,42,12,934.108,596.889,350.3,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:39,,
8513,934/596,B,42,31,934.384,596.651,350.3,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:42:01,,
8514,934/596,B,42,20,934.113,596.484,350.352,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:12,,
8518,934/596,B,42,23,934.201,596.045,350.394,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:23,,
8519,934/596,B,42,0,934.015,596.955,350.337,OF,UB5a,UB5a,1,natural,NT,,,,,,,,Start Spit 1,2016-04-13,12:39:04,,
8520,934/596,B,42,25,934.031,596.053,350.378,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:32,,
8523,934/596,B,42,11,934.221,596.786,350.3,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:34,,
8524,934/596,B,42,13,934.063,596.911,350.304,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:41,,
8525,934/596,B,42,29,934.44,596.627,350.299,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:54,,
8528,934/596,B,42,5,934.362,596.946,350.253,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:01,,
8529,934/596,B,42,6,934.364,596.853,350.259,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:07,,
8531,934/596,B,42,8,934.431,596.772,350.316,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:16,,
8534,934/596,B,42,38,934.332,596.148,350.259,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:42:35,,
8535,934/596,B,42,36,934.317,596.379,350.255,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:42:24,,
8536,934/596,B,42,35,934.297,596.059,350.266,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:42:18,,
8539,934/596,B,42,28,934.447,596.504,350.25,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:48,,
8540,934/596,B,42,30,934.35,596.581,350.278,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:57,,
8542,934/596,B,42,24,934.112,596.043,350.386,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:28,,
8543,934/596,B,42,7,934.432,596.864,350.26,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:12,,
8545,934/596,B,42,16,934.205,596.757,350.242,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:51,,
8546,934/596,B,42,17,934.076,596.69,350.29,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:55,,
8548,934/596,B,42,14,934.063,596.891,350.286,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:44,,
8549,934/596,B,42,33,934.471,596.176,350.25,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:42:08,,
8550,934/596,B,42,21,934.168,596.325,350.364,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:16,,
8551,934/596,B,42,32,934.458,596.316,350.251,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:42:05,,
8553,934/596,B,42,19,934.02,596.528,350.37,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:41:05,,
8554,934/596,B,42,15,934.131,596.855,350.253,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:48,,
8556,934/596,B,42,37,934.354,596.247,350.256,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:42:29,,
8557,934/596,B,42,10,934.286,596.751,350.298,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:24,,
8558,934/596,B,42,18,934.02,596.783,350.279,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:59,,
8559,934/596,B,42,34,934.464,596.066,350.25,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:42:12,,
8560,934/596,B,42,9,934.359,596.749,350.317,OF,UB5a,UB5a,1,natural,NT,,, ,,,,,Start Spit 1,2016-04-13,12:40:21,,
9101,934/599,B,72,5,934.415,599.162,350.296,OF,2,UB5a,1,,DV,,, ,,,,,Start Spit 1,2015-05-12,10:38:45,,Homogeneous clay
9111,934/599,B,72,4,934.227,599.173,350.302,OF,2,UB5a,1,,DV,,, ,,,,,Start Spit 1,2015-05-12,10:38:30,,Homogeneous clay
9114,934/599,B,72,3,934.511,599.343,350.318,OF,2,UB5a,1,,DV,,, ,,,,,Start Spit 1,2015-05-12,10:38:15,,Homogeneous clay
9117,934/599,B,72,0,934.217,599.532,350.338,OF,2,UB5a,1,,DV,,,,,,,,Start Spit 1,2015-05-12,10:35:46,,Homogeneous clay
9128,934/599,B,72,1,934.52,599.505,350.333,OF,2,UB5a,1,,DV,,, ,,,,,Start Spit 1,2015-05-12,10:37:43,,Homogeneous clay
9133,934/599,B,72,2,934.238,599.37,350.32,OF,2,UB5a,1,,DV,,, ,,,,,Start Spit 1,2015-05-12,10:38:01,,Homogeneous clay
9457,934/600,B,49,6,934.932,600.993,350.237,OF,2,UB5a,1,,SE,,,,,,,,Start Spit 1,2014-11-04,11:01:30,,Homogeneous clay
9459,934/600,B,49,8,934.94,600.056,350.233,OF,2,UB5a,1,,SE,,,,,,,,Start Spit 1,2014-11-04,11:02:07,,Homogeneous clay
9462,934/600,B,49,7,934.966,600.509,350.227,OF,2,UB5a,1,,SE,,,,,,,,Start Spit 1,2014-11-04,11:01:48,,Homogeneous clay
9470,934/600,B,49,0,934.08,600.999,350.242,OF,2,UB5a,1,,SE,,,,,,,,Start Spit 1,2014-11-04,10:57:06,,Homogeneous clay
9472,934/600,B,49,5,934.557,600.051,350.23,OF,2,UB5a,1,,SE,,,,,,,,Start Spit 1,2014-11-04,11:01:09,,Homogeneous clay
9473,934/600,B,49,2,934.125,600.064,350.24,OF,2,UB5a,1,,SE,,,,,,,,Start Spit 1,2014-11-04,11:00:11,,Homogeneous clay
9474,934/600,B,49,3,934.521,600.999,350.242,OF,2,UB5a,1,,SE,,,,,,,,Start Spit 1,2014-11-04,11:00:33,,Homogeneous clay
9476,934/600,B,49,4,934.505,600.504,350.247,OF,2,UB5a,1,,SE,,,,,,,,Start Spit 1,2014-11-04,11:00:55,,Homogeneous clay
9477,934/600,B,49,1,934.068,600.475,350.253,OF,2,UB5a,1,,SE,,,,,,,,Start Spit 1,2014-11-04,10:57:47,,Homogeneous clay
9710,934/601,B,65,8,934.906,601.121,350.238,OF,2,UB5a,1,,DV,,,,,,,,Start Spit 1,2014-11-04,11:29:59,,Homogeneous clay
9711,934/601,B,65,7,934.549,601.096,350.21,OF,2,UB5a,1,,DV,,,,,,,,Start Spit 1,2014-11-04,11:29:40,,Homogeneous clay
9713,934/601,B,65,4,934.462,601.512,350.211,OF,2,UB5a,1,,DV,,,,,,,,Start Spit 1,2014-11-04,11:28:04,,Homogeneous clay
9716,934/601,B,65,3,934.151,601.547,350.229,OF,2,UB5a,1,,DV,,,,,,,,Start Spit 1,2014-11-04,11:27:39,,Homogeneous clay
9717,934/601,B,65,6,934.104,601.136,350.173,OF,2,UB5a,1,,DV,,,,,,,,Start Spit 1,2014-11-04,11:29:05,,Homogeneous clay
9718,934/601,B,65,2,934.919,601.994,350.181,OF,2,UB5a,1,,DV,,,,,,,,Start Spit 1,2014-11-04,11:27:11,,Homogeneous clay
9719,934/601,B,65,1,934.441,602.005,350.244,OF,2,UB5a,1,,DV,,,,,,,,Start Spit 1,2014-11-04,11:26:45,,Homogeneous clay
9720,934/601,B,65,5,934.894,601.59,350.197,OF,2,UB5a,1,,DV,,,,,,,,Start Spit 1,2014-11-04,11:28:27,,Homogeneous clay
9721,934/601,B,65,0,934.09,601.989,350.25,OF,2,UB5a,1,,DV,,,,,,,,Start Spit 1,2014-11-04,11:26:03,,Homogeneous clay
10092,934/602,B,100,0,934.084,602.982,350.257,OFA,2,UB5a,1,,AV,,,,,,,,End Spit 1,2014-10-30,11:08:14,,Homogeneous clay
10094,934/602,B,99,0,934.023,602.994,350.301,OFA,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2014-10-30,09:55:53,,Homogeneous clay
10099,934/602,B,99,1,934.026,602.806,350.294,OFA,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2014-10-30,09:56:49,,Homogeneous clay
10100,934/602,B,99,2,934.19,603.002,350.287,OFA,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2014-10-30,09:58:37,,Homogeneous clay
10107,934/602,B,122,3,934.44,602.087,350.232,OFC,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2014-11-01,09:44:45,,Homogeneous clay
10112,934/602,B,122,0,934.146,602.46,350.233,OFC,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2014-11-01,09:42:52,,Homogeneous clay
10113,934/602,B,122,2,934.036,602.086,350.246,OFC,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2014-11-01,09:44:16,,Homogeneous clay
10115,934/602,B,122,4,934.285,602.303,350.231,OFC,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2014-11-01,09:45:03,,Homogeneous clay
10116,934/602,B,122,1,934.427,602.439,350.237,OFC,2,UB5a,1,,AV,,,,,,,,Start Spit 1,2014-11-01,09:43:29,,Homogeneous clay
10205,934/603,B,20,2,934.958,603.471,350.363,OF,2,UB5a,1,,YP,,,,,,,,Start Spit 1,2013-11-16,14:39:05,,Homogeneous clay
10207,934/603,B,20,6,934.877,603.457,350.331,OF,2,UB5a,1,,YP,,,,,,,,Start Spit 1,2013-11-16,14:40:18,,Homogeneous clay
10208,934/603,B,20,3,934.94,603.336,350.336,OF,2,UB5a,1,,YP,,,,,,,,Start Spit 1,2013-11-16,14:39:24,,Homogeneous clay
10212,934/603,B,20,1,934.952,603.979,350.353,OF,2,UB5a,1,,YP,,,,,,,,Start Spit 1,2013-11-16,14:38:45,,Homogeneous clay
10216,934/603,B,20,4,934.794,603.846,350.339,OF,2,UB5a,1,,YP,,,,,,,,Start Spit 1,2013-11-16,14:39:46,,Homogeneous clay
10220,934/603,B,42,2,935.119,603.076,350.167,OFC,2,UB5a,1,,TK,,,,,,,,Start Spit 1,2014-10-30,13:10:01,,Homogeneous clay
10228,934/603,B,20,5,934.857,603.572,350.337,OF,2,UB5a,1,,YP,,,,,,,,Start Spit 1,2013-11-16,14:40:04,,Homogeneous clay
10232,934/603,B,20,0,934.598,603.983,350.348,OF,2,UB5a,1,,YP,,,,,,,,Start Spit 1,2013-11-16,14:38:07,,Homogeneous clay
10234,934/603,B,42,1,934.993,603.069,350.186,OFC,2,UB5a,1,,TK,,,,,,,,Start Spit 1,2014-10-30,13:09:32,,Homogeneous clay
10246,934/603,B,42,0,934.946,603.443,350.176,OFC,2,UB5a,1,,TK,,,,,,,,Start Spit 1,2014-10-30,13:08:35,,Homogeneous clay
10490,934/604,B,19,0,934.583,604.49,350.369,OFD,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-10,08:59:02,,Homogeneous clay
10491,934/604,B,17,2,934.59,604.5,350.37,OFB,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-09,13:47:00,,Homogeneous clay
10501,934/604,B,17,0,934.623,604.964,350.372,OFB,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-09,13:39:58,,Homogeneous clay
10502,934/604,B,17,1,934.962,604.979,350.348,OFB,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-09,13:46:42,,Homogeneous clay
10503,934/604,B,17,3,934.959,604.503,350.344,OFB,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-09,13:47:20,,Homogeneous clay
10504,934/604,B,19,1,934.962,604.48,350.342,OFD,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-10,08:59:50,,Homogeneous clay
10513,934/604,B,17,4,934.793,604.672,350.354,OFB,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-09,13:47:35,,Homogeneous clay
10523,934/604,B,15,4,934.298,604.321,350.358,OFC,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-09,11:22:51,,Homogeneous clay
10533,934/604,B,19,2,934.586,604.021,350.371,OFD,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-10,09:00:05,,Homogeneous clay
10534,934/604,B,19,3,934.961,604.014,350.349,OFD,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-10,09:00:18,,Homogeneous clay
10548,934/604,B,15,3,934.529,604.045,350.351,OFC,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-09,11:22:23,,Homogeneous clay
10553,934/604,B,19,4,934.783,604.253,350.354,OFD,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-10,09:00:28,,Homogeneous clay
10558,934/604,B,15,0,934.042,604.468,350.363,OFC,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-09,11:21:01,,Homogeneous clay
10566,934/604,B,15,2,934.052,604.048,350.365,OFC,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-09,11:22:06,,Homogeneous clay
10570,934/604,B,15,1,934.55,604.493,350.338,OFC,2,UB5a,1,,"GM, DV",,,,,,,,Start Spit 1,2014-10-09,11:21:48,,Homogeneous clay
10697,934/605,B,5,2,934.293,605.539,350.372,OF,2,UB5a,1,,NT,,,,,,,,Start Spit 1,2013-11-16,08:02:04,,Homogeneous clay
10707,934/605,B,5,0,934.061,605.022,350.378,OF,2,UB5a,1,,NT,,,,,,,,Start Spit 1,2013-11-16,08:01:16,,Homogeneous clay
10712,934/605,B,5,3,934.354,605.253,350.359,OF,2,UB5a,1,,NT,,,,,,,,Start Spit 1,2013-11-16,08:02:18,,Homogeneous clay
10715,934/605,B,5,1,934.041,605.633,350.392,OF,2,UB5a,1,,NT,,,,,,,,Start Spit 1,2013-11-16,08:01:58,,Homogeneous clay
10792,934/606,B,16,6,934.08,606.083,350.322,OF,2,UB5a,1,,IS,,,,,,,,Start Spit 1,2013-11-15,11:33:54,,Homogeneous clay
10794,934/606,B,16,5,934.958,606.476,350.196,OF,2,UB5a,1,,IS,,,,,,,,Start Spit 1,2013-11-15,11:33:39,,Homogeneous clay
10796,934/606,B,16,8,934.937,606.095,350.217,OF,2,UB5a,1,,IS,,,,,,,,Start Spit 1,2013-11-15,11:34:27,,Homogeneous clay
10799,934/606,B,16,1,934.498,606.915,350.235,OF,2,UB5a,1,,IS,,,,,,,,Start Spit 1,2013-11-15,11:32:27,,Homogeneous clay
10800,934/606,B,16,7,934.533,606.085,350.223,OF,2,UB5a,1,,IS,,,,,,,,Start Spit 1,2013-11-15,11:34:07,,Homogeneous clay
10801,934/606,B,16,0,934.097,606.886,350.27,OF,2,UB5a,1,,IS,,,,,,,,Start Spit 1,2013-11-15,11:31:32,,Homogeneous clay
10806,934/606,B,16,4,934.497,606.531,350.188,OF,2,UB5a,1,,IS,,,,,,,,Start Spit 1,2013-11-15,11:33:24,,Homogeneous clay
10813,934/606,B,16,2,934.949,606.948,350.282,OF,2,UB5a,1,,IS,,,,,,,,Start Spit 1,2013-11-15,11:32:52,,Homogeneous clay
10819,934/606,B,16,3,934.119,606.539,350.263,OF,2,UB5a,1,,IS,,,,,,,,Start Spit 1,2013-11-15,11:33:13,,Homogeneous clay
10961,934/609,B,33,5,934.919,609.636,350.155,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-11-04,09:32:18,,Homogeneous clay
10963,934/609,B,33,6,934.278,609.581,350.206,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-11-04,09:32:42,,Homogeneous clay
10964,934/609,B,33,4,934.521,609.637,350.178,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-11-04,09:31:57,,Homogeneous clay
10965,934/609,B,33,2,934.924,609.983,350.15,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-11-04,09:31:05,,Homogeneous clay
10966,934/609,B,33,3,934.168,609.593,350.293,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-11-04,09:31:24,,Homogeneous clay
10967,934/609,B,33,1,934.51,610.01,350.211,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-11-04,09:30:43,,Homogeneous clay
10968,934/609,B,33,0,934.141,609.994,350.155,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-11-04,09:30:00,,Homogeneous clay
11211,934/610,B,50,4,934.512,610.372,350.378,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-10-31,12:40:37,,Homogeneous clay
11216,934/610,B,50,5,934.929,610.255,350.328,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-10-31,12:41:00,,Homogeneous clay
11217,934/610,B,50,3,934.069,610.462,350.362,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-10-31,12:40:04,,Homogeneous clay
11218,934/610,B,50,2,934.829,611.001,350.479,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-10-31,12:39:28,,Homogeneous clay
11222,934/610,B,50,1,934.43,610.962,350.444,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-10-31,12:39:04,,Homogeneous clay
11227,934/610,B,50,0,934.121,610.874,350.391,OF,6,UB5a,1,,NT,,,,,,,,Start Spit 1,2014-10-31,12:36:14,,Homogeneous clay
11529,935/602,B,76,1,935.341,602.755,350.208,OF,2,UB5a,1,,GM,,, ,,,,,Start Spit 1,2015-05-11,11:27:05,,Homogeneous clay
11533,935/602,B,76,3,935.813,602.665,350.175,OF,2,UB5a,1,,GM,,, ,,,,,Start Spit 1,2015-05-11,11:27:39,,Homogeneous clay
11535,935/602,B,76,0,935.077,602.917,350.212,OF,2,UB5a,1,,GM,,,,,,,,Start Spit 1,2015-05-11,11:26:36,,Homogeneous clay
11544,935/602,B,76,9,935.837,602.246,350.18,OF,2,UB5a,1,,GM,,, ,,,,,Start Spit 1,2015-05-11,11:29:52,,Homogeneous clay
11546,935/602,B,76,2,935.553,602.825,350.219,OF,2,UB5a,1,,GM,,, ,,,,,Start Spit 1,2015-05-11,11:27:22,,Homogeneous clay
11550,935/602,B,76,7,935.078,602.091,350.205,OF,2,UB5a,1,,GM,,, ,,,,,Start Spit 1,2015-05-11,11:28:57,,Homogeneous clay
11553,935/602,B,76,4,935.136,602.551,350.207,OF,2,UB5a,1,,GM,,, ,,,,,Start Spit 1,2015-05-11,11:27:58,,Homogeneous clay
11555,935/602,B,76,5,935.441,602.55,350.203,OF,2,UB5a,1,,GM,,, ,,,,,Start Spit 1,2015-05-11,11:28:10,,Homogeneous clay
11557,935/602,B,76,8,935.467,602.127,350.204,OF,2,UB5a,1,,GM,,, ,,,,,Start Spit 1,2015-05-11,11:29:27,,Homogeneous clay
11559,935/602,B,76,6,935.761,602.497,350.188,OF,2,UB5a,1,,GM,,, ,,,,,Start Spit 1,2015-05-11,11:28:30,,Homogeneous clay
11824,935/603,B,67,0,935.074,603.91,350.153,OFA,2,UB5a,1,,TK,,,,,,,,End Spit 1,2014-10-22,10:53:53,,Homogeneous clay
11828,935/603,B,66,2,935.098,603.931,350.296,OFA,2,UB5a,1,,TK,,,,,,,,Start Spit 1,2014-10-22,09:20:03,,Homogeneous clay
11830,935/603,B,66,0,935.025,603.982,350.335,OFA,2,UB5a,1,,TK,,,,,,,,Start Spit 1,2014-10-22,09:18:50,,Homogeneous clay
11833,935/603,B,66,1,935.166,604.003,350.288,OFA,2,UB5a,1,,TK,,,,,,,,Start Spit 1,2014-10-22,09:19:36,,Homogeneous clay
